600151	7.88
600152	8.76
600153	11.54
600155	Unknown
600156	Unknown
600157	Unknown
600158	11.39
600159	3.80
600160	10.60
600161	34.36
600162	3.37
600163	4.14
600165	14.52
600166	2.95
600167	27.01
600168	8.55
600169	Unknown
600170	3.88
600172	9.42
600173	5.99
600175	5.15
600176	14.17
600177	9.38
600178	7.08
600179	24.37
600180	11.48
600182	25.15
600183	16.42
600184	19.86
600185	5.79
600186	3.52
600187	4.68
600188	12.50
600189	8.00
600191	11.89
600192	7.02
600193	6.11
600195	18.50
600197	24.16
600199	9.26
600200	11.79
600201	29.13
600202	9.49
600203	Unknown
600206	10.28
600207	6.51
600208	4.67
600209	13.28
600210	5.02
600211	36.76
600212	10.10
600213	9.89
600215	10.57
600216	12.95
600217	7.09
600218	8.02
600219	3.69
600221	3.23
600222	5.52
600223	4.08
600225	5.09
600226	6.55
600227	Unknown
600228	13.02
600229	8.22
600230	46.24
600231	5.81
600232	7.80
600233	17.85
600234	Unknown
600235	7.07
600236	5.80
600237	5.52
600238	9.17
600239	5.22
600240	9.06
600241	Unknown
600242	17.27
600243	6.89
600246	3.91
600247	8.91
600248	5.54
600249	6.74
600250	13.65
600251	7.47
600252	Unknown
600253	Unknown
600255	3.81
600256	Unknown
600257	7.40
600258	29.02
600260	29.64
600262	21.17
600263	Unknown
600265	19.89
600266	14.56
600267	16.17
600269	5.17
600270	17.94
600271	19.78
600272	11.77
600273	9.53
600275	6.43
600276	67.72
600277	6.08
600279	6.14
600280	8.00
600281	6.07
600282	4.76
600284	9.95
600285	10.66
600288	10.08
600289	11.59
600290	12.74
600291	28.97
600293	8.62
600295	14.33
600297	8.95
600298	34.87
600299	11.60
600300	4.65
600301	8.13
600302	7.58
600303	9.60
600305	12.10
600306	10.95
600307	2.93
600308	6.47
600309	39.32
600310	5.69
600311	5.12
600312	10.34
600313	3.61
600315	37.30
600318	12.88
600320	5.83
600322	6.89
600323	15.29
600328	12.59
600329	16.04
600331	5.03
600332	32.14
600333	6.32
600335	11.49
600337	5.76
600338	Unknown
600340	32.21
600343	13.75
600345	28.73
600349	Unknown
600350	Unknown
600351	7.85
600352	10.76
600353	6.39
600355	Unknown
600361	5.23
600365	8.26
600367	11.12
600368	5.38
600369	5.22
600370	3.44
600371	11.05
600372	Unknown
600373	Unknown
600375	5.60
600376	10.17
600377	9.70
600378	13.65
600380	12.92
600381	11.00
600382	13.42
600383	11.77
600385	12.98
600386	5.95
600388	16.18
600389	15.63
600391	22.45
600395	6.72
600396	3.18
600397	3.74
600398	9.25
600400	7.28
600403	4.71
600405	7.05
600409	10.21
600415	6.70
600419	55.33
600421	12.25
600422	Unknown
600423	Unknown
600426	13.49
600429	6.47
600435	Unknown
600436	66.69
600446	15.53
600448	5.84
600449	11.70
600452	39.85
600455	Unknown
600456	Unknown
600461	Unknown
600463	13.71
600466	8.10
600467	3.19
600468	6.31
600469	6.77
600470	5.77
600475	15.12
600479	13.92
600480	15.44
600481	4.33
600483	8.12
600485	14.59
600486	45.56
600487	42.89
600488	4.99
600490	8.70
600491	10.54
600493	8.60
600495	6.77
600496	4.28
600497	6.20
600499	10.77
600500	9.02
600502	6.99
600506	15.08
600507	13.86
600508	12.61
600509	7.06
600510	6.95
600511	27.17
600512	4.53
600515	13.35
600516	25.86
600517	6.98
600518	23.88
600519	690.25
600521	25.02
600523	Unknown
600525	16.78
600526	10.22
600527	5.93
600528	12.71
600529	19.70
600530	Unknown
600531	6.84
600532	Unknown
600533	5.67
600535	38.79
600536	17.40
600537	4.81
600538	Unknown
600539	17.16
600540	Unknown
600543	9.86
600545	10.89
600546	4.26
600547	31.04
600548	9.41
600550	6.83
600551	12.33
600552	8.12
600555	4.95
600556	6.83
600557	14.69
600558	6.15
600559	36.05
600560	10.99
600561	8.41
600562	24.91
600563	47.02
600565	4.48
600566	39.69
600567	4.43
600568	7.11
600569	4.23
600570	52.14
600571	11.06
600572	7.26
600573	8.99
600575	4.10
600576	8.50
600578	3.77
600579	14.65
600581	14.54
600582	4.59
600583	6.04
600585	28.34
600586	4.58
600587	16.12
600588	21.83
600589	6.64
600590	11.55
600592	9.44
600593	24.63
600594	12.30
600595	5.10
600596	9.55
600597	15.26
600598	10.71
600599	21.37
600600	32.77
600601	3.58
600602	Unknown
600603	7.43
600604	7.67
600605	Unknown
600608	7.89
600609	5.43
600610	6.26
600612	41.40
600613	9.46
600614	11.90
600615	12.99
600616	Unknown
600617	7.37
600618	12.80
600619	13.48
600620	12.41
600621	Unknown
600622	Unknown
600623	9.52
600624	6.84
600626	9.13
600628	Unknown
600629	17.09
600630	11.99
600636	Unknown
600637	17.98
600640	15.30
600641	12.65
600644	6.84
600647	20.38
600656	4.49
600657	5.60
600658	10.78
600660	28.66
600664	5.81
600668	15.91
600681	14.05
600683	Unknown
600685	Unknown
600687	12.05
600688	6.48
600694	36.72
600698	7.12
600699	39.93
600701	12.35
600702	45.62
600703	25.91
600705	6.34
600706	19.56
600707	7.31
600708	7.15
600710	6.67
600711	7.79
600712	7.75
600713	6.65
600715	22.47
600716	5.53
600717	10.80
600721	10.40
600722	7.36
600723	8.36
600727	8.01
600728	Unknown
600731	7.76
600732	8.58
600734	10.83
600735	12.67
600737	Unknown
600738	8.33
600740	Unknown
600742	18.99
600743	3.95
600749	21.48
600750	29.35
600751	7.50
600753	26.25
600757	6.93
600758	7.32
600760	29.57
600761	10.58
600763	30.17
600764	32.49
600766	9.73
600768	14.69
600771	40.57
600774	18.69
600775	9.03
600776	7.75
600778	Unknown
600779	47.43
600780	4.82
600781	23.69
600784	5.69
600789	7.56
600790	Unknown
600791	7.22
600793	Unknown
600801	13.96
600803	14.31
600819	Unknown
600820	9.39
600821	7.11
600824	5.11
600828	6.69
600829	12.24
600833	15.33
600835	23.61
600837	14.46
600843	11.71
600845	Unknown
600847	Unknown
600849	Unknown
600850	Unknown
600853	5.29
600854	5.79
600857	11.55
600858	7.89
600861	10.48
600862	9.79
600863	2.99
600864	7.58
600866	4.77
600867	23.22
600870	7.54
600871	3.05
600873	5.81
600879	7.78
600880	5.41
600883	10.22
600885	42.82
600887	31.51
600888	6.10
600889	Unknown
600890	11.27
600891	8.25
600893	27.88
600894	9.83
600897	22.76
600908	8.28
600917	8.88
600919	7.77
600936	7.01
600958	15.73
600959	9.08
600960	7.34
600961	8.84
600962	12.30
600963	7.10
600966	Unknown
600969	13.06
600971	10.10
600975	6.03
600976	Unknown
600977	Unknown
600981	Unknown
600982	4.44
600984	6.79
600985	12.36
600986	11.41
600987	11.49
600988	5.61
600991	Unknown
600992	13.86
600995	9.99
600997	5.75
600998	20.07
600999	19.27
601003	7.98
601006	9.03
601008	5.42
601009	8.13
601010	4.03
601011	Unknown
601012	Unknown
601015	9.69
601016	3.63
601018	Unknown
601020	19.85
601021	39.60
601028	9.96
601038	7.77
601058	3.56
601069	15.30
601088	23.37
601098	13.61
601099	3.84
601100	24.13
601101	Unknown
601106	3.66
601107	Unknown
601111	Unknown
601113	12.78
601116	21.30
601117	6.27
601118	5.61
601126	Unknown
601127	23.48
601128	7.65
601137	12.32
601139	7.90
601158	6.54
601163	22.75
601166	17.36
601168	7.32
601169	7.45
601177	8.15
601179	4.72
601186	11.86
601188	4.34
601198	17.00
601199	5.75
601200	Unknown
601208	6.42
601211	20.32
601216	5.17
601218	3.80
601222	10.03
601225	7.85
601226	6.15
601228	6.78
601229	15.08
601231	15.25
601233	17.83
601238	27.36
601258	Unknown
601288	Unknown
601299	29.98
601311	Unknown
601313	Unknown
601318	Unknown
601326	Unknown
601328	6.22
601333	4.81
601336	71.72
601339	5.28
601366	11.30
601368	9.94
601369	Unknown
601377	7.83
601388	3.97
601390	8.73
601500	10.41
601515	10.66
601518	3.63
601519	4.82
601555	10.86
601558	1.64
601566	14.79
601567	10.71
601579	12.37
601588	5.56
601595	20.01
601599	6.09
601600	8.09
601601	47.74
601607	25.88
601608	4.51
601611	10.70
601616	3.91
601618	5.05
601619	7.90
601628	34.53
601633	11.49
601636	4.91
601666	5.64
601668	Unknown
601669	7.39
601677	13.39
601678	7.65
601688	19.55
601689	Unknown
601699	9.05
601700	Unknown
601717	Unknown
601718	7.01
601766	10.63
601777	7.95
601788	Unknown
601789	4.54
601798	9.76
601799	Unknown
601800	14.33
601801	11.60
601808	11.38
601811	13.35
601818	4.09
601857	8.12
601866	3.56
601872	Unknown
601877	26.84
601878	Unknown
601880	2.88
601881	12.15
601882	14.81
601886	9.63
601888	42.41
601890	6.87
601898	5.59
601899	3.69
601900	12.47
601901	7.86
601908	5.88
601918	3.87
601919	6.13
601928	8.47
601929	3.13
601933	9.59
601939	6.99
601952	13.00
601958	6.99
601965	8.81
601966	17.45
601968	5.72
601969	9.88
601985	7.53
601988	3.92
601989	6.04
601991	4.35
601992	5.73
601996	5.56
601997	14.64
601998	6.13
601999	9.07
603000	12.65
603001	15.73
603002	6.00
603003	12.73
603005	30.33
603006	19.71
603007	14.16
603008	18.30
603009	11.36
603010	27.45
603011	10.77
603012	7.74
603015	9.18
603016	43.23
603017	Unknown
603018	30.01
603019	48.82
603020	12.91
603021	13.01
603022	13.08
603023	9.58
603027	20.51
603028	11.27
603029	21.47
603031	27.11
603035	18.34
603037	27.85
603041	Unknown
603043	Unknown
603055	17.29
603058	Unknown
603067	15.04
603069	11.52
603077	2.17
603078	Unknown
603086	Unknown
603088	43.96
603099	13.23
603100	10.78
603101	14.51
603106	25.02
603111	14.34
603123	7.91
603128	10.09
603131	24.08
603133	Unknown
603157	19.53
603159	29.33
603166	8.75
603167	11.61
603168	24.22
603169	9.24
603183	47.35
603188	16.83
603198	17.76
603199	30.19
603227	6.22
603233	51.36
603266	Unknown
603277	20.64
603286	Unknown
603288	51.94
603299	11.61
603300	10.10
603303	15.60
603305	47.30
603306	30.21
603308	16.75
603309	21.22
603311	Unknown
603315	15.11
603318	13.96
603321	13.07
603322	Unknown
603323	Unknown
603328	14.57
603331	21.27
603333	6.43
603335	12.20
603337	Unknown
603338	70.70
603339	26.72
603355	48.62
603357	23.77
603366	7.08
603368	48.54
603369	15.59
603377	37.04
603380	21.38
603386	Unknown
603387	60.57
603388	20.47
603393	35.49
603398	16.90
603399	14.97
603456	15.78
603496	36.79
603508	45.75
603515	46.80
603517	41.01
603518	20.76
603520	28.14
603528	10.15
603555	19.97
603568	20.69
603569	26.47
603580	Unknown
603588	14.19
603598	14.84
603599	17.30
603600	15.55
603601	14.23
603602	Unknown
603606	11.61
603608	11.37
603609	9.32
603611	22.41
603636	10.73
603658	53.77
603669	21.28
603678	27.35
603686	27.18
603688	20.16
603696	39.05
603699	Unknown
603701	20.58
603707	26.49
603718	12.14
603721	35.07
603725	20.20
603726	34.92
603727	27.87
603728	25.11
603730	36.91
603737	73.28
603738	26.18
603757	64.09
603758	17.26
603766	7.19
603767	16.98
603768	20.83
603776	64.01
603777	30.18
603778	8.16
603779	18.93
603788	35.67
603789	12.91
603797	20.00
603798	18.02
603800	18.29
603801	54.56
603803	19.69
603806	37.05
603808	Unknown
603811	32.85
603813	Unknown
603816	57.54
603817	12.96
603818	12.89
603819	20.23
603822	38.47
603823	19.32
603825	34.06
603826	16.35
603828	10.01
603833	118.06
603838	Unknown
603839	23.61
603843	17.16
603855	12.83
603859	22.28
603860	37.47
603861	18.26
603866	41.84
603868	76.26
603869	22.65
603877	26.73
603878	20.30
603879	25.28
603880	27.17
603881	45.03
603882	35.70
603883	58.88
603885	14.39
603887	28.55
603888	25.24
603889	14.98
603896	65.00
603898	27.98
603900	24.92
603901	9.75
603903	37.98
603906	17.43
603908	40.09
603909	30.89
603918	20.03
603919	19.91
603920	21.02
603926	28.96
603928	16.16
603929	30.64
603933	55.66
603936	28.85
603938	40.11
603939	41.65
603955	56.89
603958	15.76
603959	28.14
603960	32.55
603963	29.98
603966	19.30
603968	20.11
603969	13.69
603976	29.35
603977	16.79
603978	92.57
603979	10.82
603980	21.28
603985	40.55
603986	163.12
603987	13.56
603988	51.92
603990	34.39
603991	33.41
603993	6.04
603996	18.45
603997	11.86
603998	13.13
603999	8.14
900905	3.64
900906	0.405
900914	1.38
900932	Unknown
900948	1.34
900950	2.22
900951	0.87
900952	0.51
900953	0.97
900955	0.50
900956	1.66
900957	0.96
000001	3382.91
000002	3543.03
000003	342.10
000004	2675.49
000005	3399.11
000006	7116.25
000007	6240.22
000008	3153.59
000010	8882.91
000011	17.10
000012	160.67
000013	212.86
000015	3052.45
000016	2938.80
000017	2856.78
000018	5676.26
000019	1135.02
000020	1294.90
000021	1047.44
000022	24.14
000023	161.07
000024	Unknown
000025	2050.97
000026	2788.38
000027	1204.91
000028	3453.76
000029	4334.17
000030	2202.59
000031	3215.50
000032	1617.17
000033	2194.22
000034	2451.10
000035	3020.90
000036	9093.30
000037	7149.82
000038	5462.99
000039	3754.54
000040	3721.02
000042	15.55
000043	2530.68
000045	Unknown
000046	7.07
000048	1558.40
000049	1848.59
000050	2587.19
000056	1102.80
000058	4357.39
000059	3027.52
000060	3839.45
000061	142.01
000063	3461.62
000065	3604.90
000066	1940.46
000068	2133.85
000069	4916.27
000070	2604.90
000078	3242.78
000088	Unknown
000090	1248.94
000096	4284.67
000100	5348.27
000150	8936.86
000153	2697.09
000155	2922.48
000158	1628.66
000159	3220.66
000166	5.61
000333	53.65
000338	8.70
000400	14.70
000402	11.14
000403	Unknown
000404	Unknown
000405	Unknown
000407	Unknown
000408	Unknown
000409	Unknown
000410	Unknown
000413	10.19
000417	8.10
000418	58.24
000420	3.35
000422	Unknown
000425	3.82
000426	9.11
000429	7.87
000430	Unknown
000498	6.86
000501	16.76
000502	11.75
000503	24.93
000504	19.60
000505	10.17
000506	8.04
000509	6.12
000510	8.06
000513	68.70
000514	6.77
000516	4.94
000517	3.95
000520	4.41
000524	Unknown
000525	22.90
000526	Unknown
000528	Unknown
000529	7.42
000531	Unknown
000533	9.63
000534	14.77
000536	5.15
000537	Unknown
000538	101.81
000539	Unknown
000540	Unknown
000541	9.27
000543	5.16
000544	17.30
000545	Unknown
000546	Unknown
000547	10.83
000548	6.80
000550	Unknown
000551	8.47
000552	3.47
000553	16.13
000554	8.20
000555	16.73
000557	4.79
000558	5.73
000559	11.17
000560	Unknown
000561	8.35
000562	Unknown
000563	Unknown
000564	Unknown
000565	Unknown
000566	Unknown
000567	Unknown
000568	69.01
000569	Unknown
000570	Unknown
000571	Unknown
000572	Unknown
000573	Unknown
000576	Unknown
000578	Unknown
000581	Unknown
000582	Unknown
000583	Unknown
000584	Unknown
000585	Unknown
000586	Unknown
000587	Unknown
000588	Unknown
000589	Unknown
000590	Unknown
000591	6.66
000592	Unknown
000593	Unknown
000594	Unknown
000595	Unknown
000596	Unknown
000597	Unknown
000598	Unknown
000599	Unknown
000600	Unknown
000601	Unknown
000602	Unknown
000603	Unknown
000605	Unknown
000606	Unknown
000607	Unknown
000608	Unknown
000609	Unknown
000610	Unknown
000611	7.35
000612	Unknown
000613	8.18
000615	Unknown
000616	Unknown
000617	Unknown
000618	Unknown
000619	Unknown
000620	Unknown
000621	Unknown
000622	Unknown
000623	23.90
000625	13.16
000626	12.28
000627	Unknown
000628	8.79
000630	Unknown
000631	Unknown
000632	6.28
000633	Unknown
000635	15.84
000636	Unknown
000637	5.89
000638	11.14
000639	Unknown
000650	Unknown
000651	Unknown
000652	Unknown
000655	Unknown
000656	4.59
000657	Unknown
000659	3.75
000661	179.00
000662	16.48
000663	Unknown
000665	10.31
000666	Unknown
000667	Unknown
000668	Unknown
000669	Unknown
000670	6.23
000671	Unknown
000672	Unknown
000673	11.60
000675	Unknown
000677	Unknown
000678	7.68
000679	7.52
000680	5.03
000681	19.32
000682	Unknown
000683	Unknown
000685	10.34
000686	Unknown
000688	10.95
000690	Unknown
000692	5.49
000693	Unknown
000697	23.00
000698	6.01
000699	Unknown
000700	6.40
000702	Unknown
000703	16.45
000705	9.00
000707	6.38
000708	11.63
000709	Unknown
000710	72.10
000711	11.75
000712	Unknown
000713	Unknown
000715	Unknown
000717	Unknown
000718	4.96
000719	Unknown
000722	10.06
000723	7.89
000725	Unknown
000726	10.82
000728	12.27
000731	7.34
000732	16.65
000733	Unknown
000735	7.22
000750	5.26
000751	4.86
000752	12.76
000753	3.98
000757	7.03
000759	9.26
000760	7.22
000761	5.19
000766	13.35
000782	8.95
000783	8.84
000785	9.92
000788	9.43
000789	9.74
000791	8.45
000792	12.70
000793	10.25
000795	6.07
000797	12.78
000799	29.85
000801	2602.65
000802	13.42
000803	5354.29
000805	4485.90
000806	8069.74
000807	14260.05
000809	5343.58
000810	1862.51
000811	4529.08
000812	3899.31
000813	2908.20
000815	8198.16
000816	6676.21
000817	1544.41
000818	5158.35
000819	4964.15
000820	2078.39
000821	6032.68
000822	7633.52
000823	4894.76
000826	3041.29
000827	1806.30
000828	2889.63
000829	4515.52
000830	4812.61
000831	8969.92
000832	296.42
000833	171.12
000837	6.57
000838	1613.70
000839	7057.14
000848	Unknown
000850	3915.94
000851	12965.30
000852	12.50
000856	5819.04
000858	74.86
000859	4.47
000860	Unknown
000861	Unknown
000862	Unknown
000863	2777.52
000868	7.73
000869	35.90
000876	7.71
000880	9.75
000882	3.15
000885	16.47
000886	6.68
000887	17.98
000889	Unknown
000890	6.52
000893	7.92
000895	26.78
000898	6.31
000899	Unknown
000901	5956.55
000902	4666.17
000903	4167.02
000905	6361.94
000906	4499.75
000908	1896.86
000909	2592.92
000910	2637.36
000911	9.70
000912	14743.71
000913	10224.77
000915	1909.15
000916	2154.85
000917	2052.78
000918	4587.39
000919	5149.53
000920	2845.09
000921	3083.72
000922	4835.37
000923	174.87
000925	4509.08
000926	Unknown
000927	1433.26
000929	2301.54
000930	2863.07
000931	5821.42
000932	12565.27
000933	10527.22
000935	4682.89
000937	2095.54
000938	2227.00
000939	1861.97
000948	6260.81
000949	4259.75
000950	2267.06
000951	6160.44
000952	8664.83
000953	1180.76
000955	1104.09
000956	904.88
000957	1622.98
000958	1489.60
000959	7024.85
000960	3345.97
000961	2751.63
000962	2740.17
000963	5804.07
000965	3562.20
000966	7105.03
000967	4134.20
000968	3104.94
000969	4559.51
000970	1111.51
000971	3214.67
000972	2776.38
000975	12.64
000976	5815.90
000977	1488.93
000978	13900.41
000979	1.94
000980	2474.51
000981	4146.57
000982	7589.43
000985	4401.32
000987	3449.59
000988	3595.67
000989	5838.61
000991	10307.98
000993	6090.33
000995	2342.12
000996	9632.29
000997	8530.52
000998	2105.05
000999	1848.74
001696	7.45
001896	5.79
001979	19.11
002001	30.83
002002	7.10
002004	Unknown
002006	7.81
002007	29.57
002014	11.55
002016	Unknown
002017	Unknown
002024	12.39
002026	8.54
002027	12.63
002029	9.06
002032	41.45
002033	8.80
002034	60.69
002035	29.61
002036	Unknown
002037	Unknown
002038	Unknown
002040	13.24
002043	10.42
002045	17.95
002046	Unknown
002047	8.13
002049	38.60
002051	19.25
002053	Unknown
002054	15.22
002055	Unknown
002056	Unknown
002058	18.62
002059	Unknown
002060	3.89
002067	5.98
002070	Unknown
002071	Unknown
002072	30.40
002073	Unknown
002074	Unknown
002076	5.98
002079	8.39
002081	14.91
002082	12.86
002088	Unknown
002089	6.04
002091	Unknown
002093	8.68
002095	33.43
002101	20.60
002102	4.10
002106	9.28
002109	7.13
002111	15.97
002112	Unknown
002116	Unknown
002119	Unknown
002127	Unknown
002128	11.12
002135	Unknown
002136	13.89
002139	13.34
002142	17.90
002143	Unknown
002144	Unknown
002145	5.86
002149	10.58
002152	6.72
002153	25.70
002154	3.43
002157	6.27
002159	Unknown
002160	Unknown
002161	Unknown
002162	5.25
002163	7.64
002165	6.20
002169	5.63
002177	Unknown
002179	Unknown
002181	4.91
002182	8.86
002183	7.70
002186	19.16
002187	10.67
002190	Unknown
002191	9.48
002195	6.29
002199	15.47
002200	15.10
002202	16.51
002203	Unknown
002204	3.89
002205	19.20
002206	6.30
002207	Unknown
002208	Unknown
002209	Unknown
002210	13.05
002211	9.22
002212	20.83
002213	22.00
002215	7.26
002217	10.85
002218	4.65
002219	Unknown
002224	9.60
002225	5.59
002226	Unknown
002227	17.61
002230	67.15
002231	11.70
002232	10.80
002233	11.80
002234	13.74
002236	28.25
002237	10.68
002240	Unknown
002244	6.94
002246	12.32
002247	Unknown
002249	7.11
002250	Unknown
002251	14.36
002252	Unknown
002254	12.69
002255	Unknown
002260	13.95
002262	Unknown
002263	2.87
002264	10.36
002265	13.80
002266	4.36
002267	7.94
002268	Unknown
002269	3.30
002270	9.88
002271	38.35
002272	6.15
002273	27.68
002274	7.60
002275	17.00
002276	9.64
002277	6.38
002278	11.24
002279	10.92
002280	8.75
002281	28.86
002282	14.82
002283	6.09
002284	Unknown
002285	13.06
002286	10.95
002287	38.89
002288	6.51
002289	Unknown
002290	13.99
002291	7.76
002292	16.39
002293	11.93
002294	37.10
002295	12.61
002296	8.74
002297	11.28
002298	9.56
002299	14.67
002300	8.39
002301	17.50
002302	14.36
002303	8.02
002304	115.56
002305	4.56
002306	4.68
002307	11.40
002308	12.13
002309	13.98
002310	20.13
002311	Unknown
002312	6.79
002313	26.40
002314	5.80
002315	23.54
002316	11.69
002317	11.99
002318	7.78
002319	15.21
002320	18.65
002321	12.80
002322	20.08
002323	8.91
002324	25.50
002325	5.30
002326	12.80
002327	9.95
002328	7.22
002329	7.80
002330	Unknown
002331	11.06
002332	9.25
002333	15.13
002334	9.03
002335	31.84
002336	9.13
002337	5.47
002338	16.73
002339	9.86
002340	7.04
002341	25.30
002342	Unknown
002343	Unknown
002344	7.93
002345	11.34
002346	21.85
002347	6.74
002348	6.99
002349	8.89
002350	10.16
002351	9.55
002352	52.71
002353	15.07
002354	18.32
002355	10.73
002356	24.77
002357	10.13
002358	15.23
002359	21.19
002360	8.97
002361	5.88
002362	32.66
002363	8.80
002364	11.92
002365	38.60
002366	Unknown
002367	9.36
002368	27.31
002369	Unknown
002370	Unknown
002371	40.00
002372	17.28
002373	13.91
002374	5.49
002375	8.24
002376	11.45
002377	Unknown
002378	9.42
002379	5.78
002380	17.28
002381	10.42
002382	12.19
002383	19.69
002384	31.59
002385	6.32
002386	8.16
002387	18.50
002388	8.16
002389	Unknown
002390	8.43
002391	14.41
002392	Unknown
002393	33.02
002394	13.30
002396	23.21
002397	6.40
002398	Unknown
002399	16.58
002400	5.58
002401	13.64
002402	10.75
002403	12.20
002404	7.14
002405	29.09
002406	7.40
002407	21.72
002408	12.12
002409	36.81
002410	20.95
002411	26.80
002412	16.98
002413	10.30
002414	17.78
002415	39.80
002416	9.81
002417	13.73
002418	9.80
002419	13.97
002420	5.62
002421	5.94
002422	22.73
002423	14.39
002424	16.65
002425	8.25
002426	5.78
002427	27.65
002428	Unknown
002429	3.58
002430	17.05
002431	9.09
002432	10.37
002433	8.84
002434	9.95
002435	Unknown
002436	5.51
002437	7.14
002438	7.01
002439	23.85
002440	Unknown
002441	10.75
002442	12.65
002443	8.38
002444	16.19
002445	13.20
002446	11.00
002447	Unknown
002448	9.69
002449	20.05
002450	Unknown
002451	32.51
002452	Unknown
002453	7.79
002454	11.79
002455	10.31
002456	Unknown
002457	13.04
002458	Unknown
002459	13.29
002460	Unknown
002461	12.71
002462	28.90
002463	5.49
002464	31.30
002465	9.89
002467	8.05
002468	Unknown
002469	7.03
002470	Unknown
002471	4.51
002472	10.18
002473	16.11
002474	9.26
002475	24.98
002476	6.65
002477	4.45
002478	5.05
002479	10.49
002480	8.62
002481	6.16
002482	8.09
002483	Unknown
002484	9.82
002485	25.60
002486	6.71
002487	Unknown
002488	10.40
002489	6.15
002490	5.39
002491	Unknown
002492	7.49
002493	11.45
002494	10.15
002495	Unknown
002496	5.40
002497	13.75
002498	3.42
002499	Unknown
002500	10.10
002501	9.50
002502	8.80
002503	6.30
002504	7.32
002505	2.84
002506	3.83
002507	17.50
002508	46.81
002509	9.50
002510	6.88
002511	15.04
002512	20.26
002513	11.17
002514	8.63
002515	Unknown
002517	22.10
002518	17.66
002519	6.88
002520	9.77
002521	9.65
002522	13.96
002523	5.48
002524	Unknown
002526	6.81
